"ENSG00000004455.16"	0	1	1.31038970180592	1.31042457059572	7161.94956354933	5465.36337917399
"ENSG00000005022.5"	0	1	1.5698941962362	1.57002667912075	4146.57811897118	2641.08404898352
"ENSG00000007923.15"	0	1	1.38025406872262	1.38042964574541	1835.55544976757	1329.69590382851
"ENSG00000010256.10"	0	1	1.52212631047761	1.52240087544291	1777.48705997051	1167.55176946718
"ENSG00000011198.7"	0	1	0.54561346071524	0.545323967330112	525.511884500035	963.677488508844
"ENSG00000026025.13"	0	1	1.26158903654176	1.26165349313054	3143.69454443838	2491.72371417369
"ENSG00000046604.12"	0	1	1.33026132350104	1.33041986365835	1701.58640949985	1278.98203550739
"ENSG00000052802.12"	0	1	1.39509015247585	1.39526703004698	1913.49754553201	1371.41747898772
"ENSG00000060762.18"	0	1	2.27042059723874	2.27357805246605	561.644963772694	247.02570795095
"ENSG00000064726.9"	0	1	2.66319327145607	2.66526038132814	1316.63353126053	493.991839551761
"ENSG00000065154.11"	0	1	0.671482810583024	0.671402347209251	1683.021031114	2506.7298678448
"ENSG00000065427.14"	0	1	1.29245049891706	1.29251801651374	3437.32139678857	2659.39695051969
"ENSG00000073578.16"	0	1	1.27767702776547	1.27776001665618	2624.92585186022	2054.31617834569
"ENSG00000073849.14"	0	1	1.58349509451925	1.58368873712015	2929.90848668009	1850.04955905703
"ENSG00000074800.13"	0	1	1.29707837880415	1.2970852912765	34225.9454201011	26386.8094715386
"ENSG00000075340.22"	0	1	0.580686619403019	0.580607086549135	1879.41021941549	3236.98152655182
"ENSG00000075415.12"	0	1	1.44568953764625	1.4457977073347	3657.48549670074	2529.73221645658
"ENSG00000079459.12"	0	1	1.34482302690031	1.3448659372295	6635.32440794014	4933.81591101186
"ENSG00000084207.15"	0	1	1.28014646314811	1.280184724525	5755.00682719607	4495.44812955345
"ENSG00000087074.7"	0	1	0.737536498601852	0.73746220057049	1599.47725724823	2168.89744503365
"ENSG00000089009.15"	0	1	1.28046537337262	1.28048413206134	11754.3877475787	9179.6412375802
"ENSG00000090861.15"	0	1	1.43627122849037	1.43633807446461	5755.54749030816	4007.09500726197
"ENSG00000093009.9"	0	1	1.32806575416977	1.32814098557695	3555.93716682444	2677.37681769521
"ENSG00000095303.14"	0	1	0.50665684589388	0.50624262514566	370.180589646029	731.241323492396
"ENSG00000100138.13"	0	1	1.36101171636852	1.36121886928543	1456.48035295489	1069.97983471297
"ENSG00000100380.12"	0	1	0.774733737824962	0.774703347718761	3525.71776466259	4551.05819280524
"ENSG00000100412.15"	0	1	1.45792204460571	1.45810782413542	2206.63637071776	1513.35295861808
"ENSG00000101162.3"	0	1	0.376388692074039	0.375559788328327	173.465589885411	461.902045103596
"ENSG00000101255.10"	0	1	2.10327478760235	2.10470791079395	994.802905989725	472.650791023708
"ENSG00000101365.20"	0	1	1.52028547566559	1.5207125439789	1137.4624552854	747.976501320784
"ENSG00000102287.16"	0	1	1.31252572080573	1.31258337567768	4368.4268399405	3328.1114137617
"ENSG00000103187.7"	0	1	1.50725399661382	1.50744404803358	2470.26309540135	1638.70627515711
"ENSG00000103257.8"	0	1	1.68252618996596	1.6827470594268	3192.64431602753	1897.27711641014
"ENSG00000103423.13"	0	1	1.51399277968291	1.51435193359893	1330.60567869995	878.660043057746
"ENSG00000104112.8"	0	1	0.462664424553177	0.461885465630528	195.610670317767	423.516360697931
"ENSG00000104327.7"	0	1	0.354560662430948	0.353384111854225	119.015840612807	336.807181701441
"ENSG00000104763.17"	0	1	0.600200916491626	0.599887954732776	470.501312852105	784.321989232383
